Date,Passive_Portfolio,SPY_Benchmark,Passive_Daily_Return,SPY_Daily_Return
2020-01-02 00:00:00-05:00,99890.8794305916,99999.99999999999,-0.0010912056940840557,0.0
2020-01-03 00:00:00-05:00,99272.25975590898,99242.76044974633,-0.00619295453407696,-0.007572395502536522
2020-01-06 00:00:00-05:00,100298.68800145341,99621.38533534836,0.01033952735707054,0.003815138594353673
2020-01-07 00:00:00-05:00,100665.68920689775,99341.29041133805,0.003659082813117334,-0.00281159434861733
2020-01-08 00:00:00-05:00,101836.19928914262,99870.73564063793,0.011627696501825253,0.005329558606573581
2020-01-09 00:00:00-05:00,102417.16685277177,100547.91448662312,0.005704921900901018,0.006780553298634695
2020-01-10 00:00:00-05:00,102256.46538335038,100258.579823476,-0.0015690872376151613,-0.0028775799540388114
2020-01-13 00:00:00-05:00,104109.38959675981,100948.08513561054,0.018120362428556237,0.006877269889006499
2020-01-14 00:00:00-05:00,103757.07346550943,100794.15762299942,-0.003384095638395184,-0.001524818548111484
2020-01-15 00:00:00-05:00,103831.23839537622,101021.93150205247,0.0007147939643020524,0.002259792476315692
2020-01-16 00:00:00-05:00,104690.07314841272,101862.26737883523,0.0082714486151669,0.00831835091933164
2020-01-17 00:00:00-05:00,104986.37382857324,102179.3519222439,0.002830265289245477,0.0031128753714995128
2020-01-21 00:00:00-05:00,105674.57142941476,101979.24615584945,0.006555113542308301,-0.0019583777214278175
2020-01-22 00:00:00-05:00,106134.84666125299,101991.54195914767,0.004355591185393799,0.00012057162375400665
2020-01-23 00:00:00-05:00,106305.7472368908,102108.54117806265,0.0016102211574608948,0.0011471462894623308
2020-01-24 00:00:00-05:00,105217.18573729516,101200.46084221039,-0.01023991202629808,-0.008893284786712363
2020-01-27 00:00:00-05:00,103117.96444527627,99578.28358762717,-0.019951315721941067,-0.016029346517625997
2020-01-28 00:00:00-05:00,104701.28526513101,100621.78129496578,0.015354461546755897,0.01047916945084082
2020-01-29 00:00:00-05:00,105568.68357913019,100538.67474748631,0.008284504930409373,-0.0008259299965667211
2020-01-30 00:00:00-05:00,106501.71171919824,100864.96836718069,0.008838114755581777,0.003245453757112937
2020-01-31 00:00:00-05:00,105345.0111691189,99033.46604896693,-0.010860863467895195,-0.01815796254995594
2020-02-03 00:00:00-05:00,108765.59542025377,99769.15983583518,0.032470301281220935,0.007428739154746733
2020-02-04 00:00:00-05:00,111946.50528992464,101289.74084371491,0.029245551935612676,0.01524099241069865
2020-02-05 00:00:00-05:00,110964.55214060594,102459.42640435346,-0.008771628437847023,0.01154791739909089
2020-02-06 00:00:00-05:00,111871.2763913994,102804.1892813711,0.008171296448297508,0.0033648722144612453
2020-02-07 00:00:00-05:00,111499.28263224413,102256.29523664873,-0.003325194555336924,-0.005329491420070553
2020-02-10 00:00:00-05:00,113116.6366800194,103019.64691522518,0.014505510794269013,0.00746508248523825
2020-02-11 00:00:00-05:00,113040.33295620729,103198.1762553831,-0.0006745579257978534,0.0017329640073882047
2020-02-12 00:00:00-05:00,114147.23234785844,103863.05929807009,0.009792074763969202,0.0064427789987451245
2020-02-13 00:00:00-05:00,114284.4357661133,103752.27441698166,0.0012019863770041414,-0.001066643731054584
2020-02-14 00:00:00-05:00,115062.41040171434,103918.49773289099,0.006807354215697344,0.0016021173207372286
2020-02-18 00:00:00-05:00,116423.58134402086,103650.69861217891,0.011829849014585203,-0.0025770110861342843
2020-02-19 00:00:00-05:00,118570.11385906984,104146.27161194403,0.018437265803619086,0.004781183401564526
2020-02-20 00:00:00-05:00,117259.20136965562,103718.4021874469,-0.011056011053277224,-0.004108350859562182
2020-02-21 00:00:00-05:00,115403.42167557527,102650.30265256147,-0.01582630337239012,-0.010298071628167649
2020-02-24 00:00:00-05:00,109664.8821720009,99245.82673485811,-0.049725904312496766,-0.033165766000967656
2020-02-25 00:00:00-05:00,106713.01639069368,96238.48584388151,-0.026917147247534055,-0.03030193802517167
2020-02-26 00:00:00-05:00,106863.37469662477,95884.50366962781,0.0014089968685788538,-0.0036781768868220377
2020-02-27 00:00:00-05:00,100905.31557310869,91578.16175389872,-0.05575398625048536,-0.04491176103457428
2020-02-28 00:00:00-05:00,101695.67957247545,91193.3940771228,0.007832729077529316,-0.004201522168679639
2020-03-02 00:00:00-05:00,107149.88150585939,95142.64664968489,0.05363258258672529,0.043306344856757883
2020-03-03 00:00:00-05:00,103570.49739779283,92418.48740973111,-0.033405394926832685,-0.028632367669822467
2020-03-04 00:00:00-05:00,108354.95894898225,96303.13335498811,0.04619521650855163,0.04203321277088956
2020-03-05 00:00:00-05:00,105041.59265936662,93101.84993069172,-0.03057881542067395,-0.0332417369276653
2020-03-06 00:00:00-05:00,103443.34256590654,91562.76900263761,-0.015215402327751797,-0.01653115302434771
2020-03-09 00:00:00-04:00,96631.18251980592,84412.21767435357,-0.06585402092706358,-0.0780945290992463
2020-03-10 00:00:00-04:00,101576.65328396608,88780.13570560228,0.051178828978383994,0.05174509273171002
2020-03-11 00:00:00-04:00,97565.03578318407,84452.22247411186,-0.03949349945176082,-0.04874866654678156
2020-03-12 00:00:00-04:00,88681.54123390962,76372.08081991646,-0.09105202983798392,-0.09567707536260883
2020-03-13 00:00:00-04:00,96416.24008341887,82900.84574275953,0.08721881399318412,0.0854862778747345
2020-03-16 00:00:00-04:00,84287.339873992,73829.54275760832,-0.12579727439000954,-0.10942352763564522
2020-03-17 00:00:00-04:00,88903.14711304763,77815.73895529212,0.054762758511019326,0.053991885210111557
2020-03-18 00:00:00-04:00,84557.55561670067,73875.69545901573,-0.048880063726216345,-0.05063298953621831
2020-03-19 00:00:00-04:00,87057.12737497094,74032.67392531305,0.029560596212132955,0.002124900013759312
2020-03-20 00:00:00-04:00,84073.8703139663,70842.3013655394,-0.03426780955171201,-0.04309411494433146
2020-03-23 00:00:00-04:00,82969.1679849601,69030.98031383632,-0.0131396630710681,-0.02556835417241521
2020-03-24 00:00:00-04:00,91263.4544744468,75285.42003915441,0.09996829775357283,0.09060337397619822
2020-03-25 00:00:00-04:00,91668.74239253762,76412.46890531373,0.004440856643272236,0.014970347054890087
2020-03-26 00:00:00-04:00,95715.6086969352,80874.16926670609,0.04414663274279872,0.05838968986751447
2020-03-27 00:00:00-04:00,92458.45715045693,78465.28546194505,-0.03402947116798271,-0.029785577108273564
2020-03-30 00:00:00-04:00,95983.09716892007,81013.48082028441,0.0381213371614834,0.03247544877123043
2020-03-31 00:00:00-04:00,96020.13384723428,79805.96752231693,0.0003858666724311715,-0.014905090927350262
2020-04-01 00:00:00-04:00,91482.10952327921,76214.30000901487,-0.04726117473627926,-0.04500499931032953
2020-04-02 00:00:00-04:00,92478.96097086146,77972.97805582396,0.010896681906188211,0.023075433961882164
2020-04-03 00:00:00-04:00,91422.3872761555,76845.9445210902,-0.011425016929405937,-0.014454155309123418
2020-04-06 00:00:00-04:00,97729.99044321253,82007.39669736562,0.06899407634154142,0.0671662272933462
2020-04-07 00:00:00-04:00,97780.43029545023,82091.01429236373,0.0005161143678511894,0.0010196347935136352
2020-04-08 00:00:00-04:00,100576.21300314143,84846.66428041544,0.028592456580969674,0.0335682292612145
2020-04-09 00:00:00-04:00,100866.25826690867,86137.83605718253,0.0028838356019447965,0.015217708176479494
2020-04-13 00:00:00-04:00,102994.5970678158,85351.34414696254,0.02110060229730344,-0.009130620714663418
2020-04-14 00:00:00-04:00,107680.64016109277,87868.59046757373,0.04549795063707552,0.029492755454171293
2020-04-15 00:00:00-04:00,107952.69439416696,86001.58056776562,0.0025264916020854697,-0.021247750645289942
2020-04-16 00:00:00-04:00,110320.65115409662,86416.47960623993,0.021935133469513528,0.004824318759437229
2020-04-17 00:00:00-04:00,110553.83820110132,88751.04688084191,0.00211372072740019,0.027015301771601052
2020-04-20 00:00:00-04:00,109188.34276777078,87187.4254509432,-0.012351406839866127,-0.017618061812814778
